path,item_type,size_bytes,file_count,sha256,hash_scope,unreadable_file_count,git_status,first_known_use,last_known_use,imports_references,cli_references,makefile_references,test_references,documentation_references,generated_by,duplicate_group,classification,reason,deletion_safety,regeneration_method,provenance_importance
tests/fixtures/runtime_ml_feature_pack/enable_disable_b3f6917347ee4915b29d7186d556f6ef,directory,3368,3,98679e18886d0970cc791170cc9cb850551928a1cd0cc90665ae95d06add6f6f,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,4052ac8e92579333649bd6e1743baef607f0bf949806866610fefe4c45f59c6c;b37cc34c4288c0a78c1234a94650089fc08f90ea8e4beaf85eb423608cf1a3e0,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/enable_disable_bb52d911e4af4f4898689d855bb2868d,directory,3368,3,7ad0d5b7b6554cacdb8c03120be13a9fe5b000b25db5257dfda2d5f9d63bbed9,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,4052ac8e92579333649bd6e1743baef607f0bf949806866610fefe4c45f59c6c;b37cc34c4288c0a78c1234a94650089fc08f90ea8e4beaf85eb423608cf1a3e0,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/enable_disable_bde480994a214c2493d0c537998915ce,directory,3368,3,199fbff085875d652d68d0cfdbe6851969440f7653ec8ee8f88a9a1727536935,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,4052ac8e92579333649bd6e1743baef607f0bf949806866610fefe4c45f59c6c;b37cc34c4288c0a78c1234a94650089fc08f90ea8e4beaf85eb423608cf1a3e0,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/enable_disable_c40e85accc624faf808ac451536a1a74,directory,3368,3,ed8962f500717d70c6ac88304f45aca2dd1c16ee6f9a73fe69c722858f707717,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,4052ac8e92579333649bd6e1743baef607f0bf949806866610fefe4c45f59c6c;b37cc34c4288c0a78c1234a94650089fc08f90ea8e4beaf85eb423608cf1a3e0,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/enable_disable_db44303087d3460891f7d7699132d214,directory,3368,3,b5535f3e767c00cf5a2ef687d4f3db6db49459fc3450f6bb3b4665ca5e081dd2,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,4052ac8e92579333649bd6e1743baef607f0bf949806866610fefe4c45f59c6c;b37cc34c4288c0a78c1234a94650089fc08f90ea8e4beaf85eb423608cf1a3e0,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/enable_disable_dc7cbecff489494f862aacc2a2517d13,directory,3368,3,71d21b69ccd1d17ea0bc16cdbedc2d6629df6e2e02d2447373a6e0fc68b2ac47,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,4052ac8e92579333649bd6e1743baef607f0bf949806866610fefe4c45f59c6c;b37cc34c4288c0a78c1234a94650089fc08f90ea8e4beaf85eb423608cf1a3e0,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/enable_disable_e83b9a83df764df8894e3b2f70093c4e,directory,3368,3,795e6c01eb9a29d357c1358ba88f3d2d554ecc241036c96224d3d710c926e16f,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,4052ac8e92579333649bd6e1743baef607f0bf949806866610fefe4c45f59c6c;b37cc34c4288c0a78c1234a94650089fc08f90ea8e4beaf85eb423608cf1a3e0,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/enable_disable_ec7da0dc7f21409f8e74b595f2c620c8,directory,3368,3,90ff6ac6b22888c3416135d2840234d58c2f3992223677664806b61a0ff4fd38,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,4052ac8e92579333649bd6e1743baef607f0bf949806866610fefe4c45f59c6c;b37cc34c4288c0a78c1234a94650089fc08f90ea8e4beaf85eb423608cf1a3e0,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/enable_disable_ee2be74acacf4463afcf94c913448c65,directory,3368,3,5d2916afc6933ea0a76d5620328456b80e2d683471f6d99085abbe0d3fd667a4,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,4052ac8e92579333649bd6e1743baef607f0bf949806866610fefe4c45f59c6c;b37cc34c4288c0a78c1234a94650089fc08f90ea8e4beaf85eb423608cf1a3e0,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/enable_disable_ee4c5be73e3648f3805659f1cf7bb952,directory,3368,3,af4f2d5232ba29c9b0e17821aa431348c8f008860fec7c2590b12614c78fb8c0,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,4052ac8e92579333649bd6e1743baef607f0bf949806866610fefe4c45f59c6c;b37cc34c4288c0a78c1234a94650089fc08f90ea8e4beaf85eb423608cf1a3e0,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/enable_disable_faf1df68aa954425b013c969d0d3f268,directory,3368,3,43eb2eae7ee28940827968db899636f7f1445051eb5712cd1a2bef8da2fd2e6f,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,4052ac8e92579333649bd6e1743baef607f0bf949806866610fefe4c45f59c6c;b37cc34c4288c0a78c1234a94650089fc08f90ea8e4beaf85eb423608cf1a3e0,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/enable_disable_fd1cbe57c92a4863a86dc6d4b4b718c5,directory,3368,3,c4482ac2a3550a06852348348c8fa4429fb8d72666cf4908b15f4583c85f6389,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,4052ac8e92579333649bd6e1743baef607f0bf949806866610fefe4c45f59c6c;b37cc34c4288c0a78c1234a94650089fc08f90ea8e4beaf85eb423608cf1a3e0,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/fallbacks_04a4cd7601584b68b4f382518e3884ac,directory,3915,3,ff1530cb468a25a265d15efef52f3a6bd70dfe73ba4553ed58d14b9d5f2c9be8,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,400d0d2187a6c9dc6d1d78cca2256cc5ff331dc4e8d0762acba70835c8132a6a;71f666f4af1aafb11e3808890295f1a95ec499f834ab093d113e93c394a1b831,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/fallbacks_1f07ad58964c47fbb673cd688c8b1db6,directory,3915,3,a3f06987c30a3715a1f4d639a7877b4b4dcc907b9d327d8b5596a27cd6a4c536,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,400d0d2187a6c9dc6d1d78cca2256cc5ff331dc4e8d0762acba70835c8132a6a;71f666f4af1aafb11e3808890295f1a95ec499f834ab093d113e93c394a1b831,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/fallbacks_219d34086d7448c596986a28e7175603,directory,3915,3,f761c98988ddb91a35dd1268f93ed1b3f9ce9db7cea053acd973266871a9519b,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,400d0d2187a6c9dc6d1d78cca2256cc5ff331dc4e8d0762acba70835c8132a6a;71f666f4af1aafb11e3808890295f1a95ec499f834ab093d113e93c394a1b831,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/fallbacks_27aff91eab0a4d94b0d2538c41d4adde,directory,3915,3,79c8a1861064aa464e6d9ca65288bb3ff7f8ff4f37d2750e94bf820659ed1dea,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,400d0d2187a6c9dc6d1d78cca2256cc5ff331dc4e8d0762acba70835c8132a6a;71f666f4af1aafb11e3808890295f1a95ec499f834ab093d113e93c394a1b831,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/fallbacks_38b215d3c7ff40e3ac9e7d2496069a35,directory,3915,3,7dd2f3fbd0f524ed9ca26be9e71ab1e3b9dcde3ab9395e5c6b2f2c9104ebcbbd,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,400d0d2187a6c9dc6d1d78cca2256cc5ff331dc4e8d0762acba70835c8132a6a;71f666f4af1aafb11e3808890295f1a95ec499f834ab093d113e93c394a1b831,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/fallbacks_40b44d6276e247abaa52cf71b7772724,directory,3915,3,d880941707e4a7ee5224403b819a58ea233b47f218841f6f4d2cdc81b7ddbc90,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,400d0d2187a6c9dc6d1d78cca2256cc5ff331dc4e8d0762acba70835c8132a6a;71f666f4af1aafb11e3808890295f1a95ec499f834ab093d113e93c394a1b831,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/fallbacks_4538ef6705464dcfa2b6254034c289d0,directory,3915,3,8f8cf9294b1f9af6ce7ab74f598e2c2039b90592e129dc5588f2b671fe6c3727,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,400d0d2187a6c9dc6d1d78cca2256cc5ff331dc4e8d0762acba70835c8132a6a;71f666f4af1aafb11e3808890295f1a95ec499f834ab093d113e93c394a1b831,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/fallbacks_6310a91e38324adb8392950a39beda56,directory,3915,3,e646d516b36b768f160d4fdfd4406344014eab5aff240090f01694e0b4a12774,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,400d0d2187a6c9dc6d1d78cca2256cc5ff331dc4e8d0762acba70835c8132a6a;71f666f4af1aafb11e3808890295f1a95ec499f834ab093d113e93c394a1b831,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/fallbacks_6b468ae772ef4805904cd658a032792b,directory,3915,3,3718cf42f126e3bd8954e605d09618c9d400d0363880fae33293a7b5f8643f60,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,400d0d2187a6c9dc6d1d78cca2256cc5ff331dc4e8d0762acba70835c8132a6a;71f666f4af1aafb11e3808890295f1a95ec499f834ab093d113e93c394a1b831,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/fallbacks_74a2caf162c44c25a8ffb528d23b4d94,directory,3915,3,a118089047690d86af4f4934e94225d4855f2adfa556e9df82b20626d4181e70,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,400d0d2187a6c9dc6d1d78cca2256cc5ff331dc4e8d0762acba70835c8132a6a;71f666f4af1aafb11e3808890295f1a95ec499f834ab093d113e93c394a1b831,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/fallbacks_770a726743324f12aaa4b64086cd9268,directory,3915,3,d2a8cc32e00caab7a3f67f65b62c4499a06915e7aa18fda174f3b1cdf90fff89,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,400d0d2187a6c9dc6d1d78cca2256cc5ff331dc4e8d0762acba70835c8132a6a;71f666f4af1aafb11e3808890295f1a95ec499f834ab093d113e93c394a1b831,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/fallbacks_960212cc6f964d6a9831f1f7ee00b679,directory,3915,3,8971e423659c01775bb69463e9cf761bec94d51a607453225762eb5c156a2e12,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,400d0d2187a6c9dc6d1d78cca2256cc5ff331dc4e8d0762acba70835c8132a6a;71f666f4af1aafb11e3808890295f1a95ec499f834ab093d113e93c394a1b831,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/fallbacks_9c74ffd936a54ccfb100226bd70ea80b,directory,3915,3,33f0f4aec9af608d26128d510fd9d5ce7c6a5dbc03cb11775dab283434e33f75,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,400d0d2187a6c9dc6d1d78cca2256cc5ff331dc4e8d0762acba70835c8132a6a;71f666f4af1aafb11e3808890295f1a95ec499f834ab093d113e93c394a1b831,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/fallbacks_9f64e39ec58340088e70ff025b04bf5a,directory,3915,3,831e20d88cec607271c928c04a5c5e055f8ab474666e05b212a407e4d9116def,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,400d0d2187a6c9dc6d1d78cca2256cc5ff331dc4e8d0762acba70835c8132a6a;71f666f4af1aafb11e3808890295f1a95ec499f834ab093d113e93c394a1b831,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/fallbacks_a20fd59740374515826494e4b2dff69e,directory,3915,3,fcb1ef70b58c0cd67c5044834012ddaf628a5d4d4e45c76cb4b577fa6830c91f,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,400d0d2187a6c9dc6d1d78cca2256cc5ff331dc4e8d0762acba70835c8132a6a;71f666f4af1aafb11e3808890295f1a95ec499f834ab093d113e93c394a1b831,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/fallbacks_ad009ea4a32a47ed98c24b358caa5fa2,directory,3915,3,4635d584c08d685a18ce83af18703851360e738c2ca5aa74ca53ebdf241102b4,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,400d0d2187a6c9dc6d1d78cca2256cc5ff331dc4e8d0762acba70835c8132a6a;71f666f4af1aafb11e3808890295f1a95ec499f834ab093d113e93c394a1b831,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/fallbacks_ad46dd9cc1904f9fbfab7a52c37451a4,directory,3915,3,aad7949c518faf0725a0e6c66c67bccad6f243df64e48ddca51b85a6a107255d,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,400d0d2187a6c9dc6d1d78cca2256cc5ff331dc4e8d0762acba70835c8132a6a;71f666f4af1aafb11e3808890295f1a95ec499f834ab093d113e93c394a1b831,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
tests/fixtures/runtime_ml_feature_pack/fallbacks_b197e11647b449da98c5850ec59c478d,directory,3915,3,817fde5e95641d2f1ffc95ba5c4884fd7080c6c7d5006b8cb0dcdc0c316f52c2,CONTENT_AND_PATHS,0,TRACKED_OR_MIXED,NOT_DETERMINABLE,Current checkout inspection,Rule-based discovery plus repository-wide rg/manual inspection.,Retained; no absence-of-reference inference used.,No deletion decision based solely on Makefile absence.,Generated by test_ml_feature_pack::_new_base.,Repository documentation search considered.,NOT_ASSERTED,400d0d2187a6c9dc6d1d78cca2256cc5ff331dc4e8d0762acba70835c8132a6a;71f666f4af1aafb11e3808890295f1a95ec499f834ab093d113e93c394a1b831,KEEP_SOURCE_OF_RECORD,Tracked content is retained even when its name resembles a generated cache or runtime fixture.,NEVER_DELETE,Tracked repository content; restoration/reclassification requires a separate reviewed change.,Tracked content is retained even when its name resembles a generated cache or runtime fixture.
